text,sentiment
"@DG_loko7 @alex_skittles воувоу, тихо-тихо :D
прости, у нас здесь важные планы на будущее по раскрутке новой команды :D",positive
"завтра на экономику...блин вроде норм,а вроде и нет..ну 5 часов это перебор(",negative
@TakanoriMitsuki Всё я весь в мурашках х))) Кто посмел тебя потревожить?хДД,positive
"""Ходячие мертвецы"" 4 сезон 8 серия - шок, слезы ;(((",negative
@mishakrushnic блин. я сама не могу решить между этими тремя вариантами. но нужно что-то одно :),positive
RT @RitaRitkina7: @yana_chmulova а я с Валом под эту песню танцевала(,negative
RT @NastyaMisch: @RabbitTommo как ты?....почему так долго тебя нет:(,negative
"@AnPolyudova да короч просто у меня тяга к точным наукам, и нет никакого секрета :(",negative
@grigorij_batrak верно. Совсем они уже ((,negative
"Нас мало, но мы в тельняшках:) #смотриммолодежку http://t.co/qDM60J7WaU",positive
"sm&amp;gt; напомни, как называется: фотка, вокруг черная рамка, а внизу - надпись?
au&amp;gt; некролог?
sm&amp;gt; не.. (
au&amp;gt; демотиватор?
sm&amp;gt; ДА!",negative
Никто с концертами в Россию не приезжает((( никому эта жопа мира не нужна(((великая держава бл***!,negative
"@I_Love_MAPC Я Вика) 
Ешелон :D
Дурная :D
Очень приятно)",positive
"@alexey_manin везет, а мне вообще ни один фильм не хочется смотреть(",negative
"Всё теперь я подсела на всю музыку,которую играла сегодня))Верните мне сегодняшний вечер...хочу танцевать и танцевать)",positive
"RT @YanaMandrakova: Час прогулки с моей Ол, красные носы, морозные щечки и хорошее настроение!) все в лучших традициях зимушки зимы!))) htt…",positive
"@grandsonoff @JulJulianapai По интеллекту утро, день и вечер -одинаковы.Это у нас в этих трёх измерениях голова работает по-разному.))",positive
не пойти на хоббита при уже купленном билете. максимум силы воли :(,negative
"@_rock__me_ чееерт какие подаркиии,ууух,спасибо мааалыышка:*",positive
RT @Leopardovakriss: @05Irishka не за что заинька:*,positive
"RT @YuLamonowa: пипец..
каникулы,праздники, нужно гулять, а дома больная((",negative
"@JulienGanz слили, только качество хуйня, но я все равно не удержалась=(",negative
@Save_Mongolian олон хүмүүст хүргэж заалдаа гэр бүлээрээ сурчмаар л байна шд :)) @pmardai,positive
"хочу с ней встретиться, но как всегда нихера не получится(",negative
"Сидим в машине.
Ленка с Наськай палят в мой телефон :D",positive
RT @prisonero_O: Меня вставило http://t.co/etZmfeEVbQ,negative
"Хотя нет, сначала я поем. А потом фотки. Компромааааааат хдд
А вообще, там должно быть хоть что-то нормальное..:D",positive
"@LARRY_B_CAMAPE также было,ващи пидар он(9((99",negative
RT @DavyGeddis: Давайте вместе обсудим сегодняшний эфир!),positive
"@ba_Nadya привет, Надюш) пересматриваю взгляды на репертуар)))",positive
@Ms_anti_utopia я согласен принять только укладочку в стиле Хана  :(,negative
@madonna333999 @Gadzhi_fcb как гаишник разговориваешь ),positive
"RT @ProstoJeki: К человеку со всей душой, а он попользовался и выбросил, как говорится(",negative
"Так плохо на курсах было, я ничего правильно почти не решила(",negative
Как же я скучаю по этому месту ;( http://t.co/YQoiwcNBmu,negative
"Моя слабість.
Нада комусь розказать срочноооооо :(",negative
RT @angestonem: @Kyza2_7 пфф у нее дофигу друзей а мы с Никой в двоем и вообще мало переписуемся :(,negative
"Самый простой способ стать счастливым: думать, что ты самый счастливый человек на Земле ;-) http://t.co/4F2b0PGjTi",positive
"/me помыла кота, теперь сидит мокрая, и греет кота одеялом :)",positive
Пока не разблокируют @ACIDmit буду на этом аккаунте. Деваться некуда :),positive
RT @sobipupaluhe: похолодание с понедельника :(,negative
RT @vedanamefyca: имхо последний из разумных могикан в нашей Галактике:(,negative
обновил виртуалбокс до третьей версии. побыстрее стал работать. на глаз заметно ),positive
"Необходимо работать, чтобы норм кушать и страдать, что нет времени скинуть лишние кг от того, что жрешь(",negative
что я только что замееетил)))) http://t.co/HUmTcg8CSo,positive
СМОТРИШЬ БИТВУ ИКСТРАСИКСОВ? — а я не знаю чо ета такое(((9(9(((9(( http://t.co/gwPDsMaq1x,negative
"RT @BOBA_KOT: @pic_celebrity ну моя бы тоже не знала,если бы я ее не доставала плакатами и фильмом:)",positive
"RT @zinkevichh: ПОЧЕМУ СНЫ НЕЛЬЗЯ ЗАПИСЫВАТЬ НА ПЛЕНКУ, А ПОТОМ ПРОСМАТРИВАТЬ?(",negative
"RT @tegukakaduxy: как Coca-Cola))люблю тебя,но ты вредная)))))) http://t.co/scIxK1g8OO",positive
"Как же надоело болееть, мне никогда не было так скучно. :(",negative
@Kris_Kirilyuk  ты ангел; дьявол; зло;? опасность или мечта :),positive
"НИКОГДА МЕНЯ НЕ БЕСИЛ ПРЕДМЕТ ТАК, КАК БЕСИТ НАЧЕРТАЛКА! ДАЖЕ ЭКОНОМИКА В ШКОЛЕ! ДАЖЕ ИСТОРИЯ! ХОД ИСТОРИИ! БОЖЕЧТОЯГОВОРЮ, НО ЭТО ТАК( все(",negative
@plawnik 2 раза. Один раз я за это получил по шапке(,negative
"Никак не могу найти нормального материала по веб-технологиям. Читаешь статью, а там сыпят терминами о которых ничего не знаешь. :(",negative
С моими девочками  @fleurotique I @JKirichenko ходили на Мисстера КПИ 2013)) http://t.co/5JvAEYVTkA,positive
RT @MrSharav: -Ёооё нэг эмээ хандраад байх юм - Яаж байна? -намайг дагасан чинь буцаж дагасан байх юм :),positive
"@mimimiololoev народ свое пиво ждет, а они по кино ходют : (",negative
"На маке нет click through, и к этому невозможно привыкнуть :(",negative
@schwarz_rock не нужно...главное что бы было у тебя терпение),positive
"Мама ещё с сентября мне звонит каждое утро и говорит, чтобы я двое штанов одевал и тёплую шапку. ахахахах))",positive
@tohughelen1D @mychemr0mance скажешь мне потом исполнилось желание или ж нет? окей? :D,positive
Посоветуйте какой-нибудь интересный фильм или комедию на ночь?),positive
@Y_Ilina @boriskina_n а где у этой девочки подбородок?),positive
"Весь декабрь при заказе потолка мы дарим 10% скидку на каждый потолок, включая ваш текущий заказ :) http://t.co/MZj9yt9AyE",positive
"""@nyusya24: @Forgotten_Alive спокойствие! Говорят: ""если вас разозлили - значит уже победили"""" да? Ну хорошо. ))",positive
"День начался не найс,
Хуёвое настроение=(",negative
@Chorniy4twitt я уже в центре (( там две штуки остались,negative
@8hsad @MyExogenesis идите в член ваще((9(99,negative
RT @RusRadio_ru: А Вам какой образ Николая Баскова больше по душе?). @NikolaiBaskov #николайбасков http://t.co/GVbLvBmJ5I,positive
"Изменения в нашей жизни и так постоянны, но… иногда приходит время что-то менять :-) @ Kalinka http://t.co/GfJ8bQr82m",positive
@jules_yes мне нравится последовательность твитов)),positive
"по рус яз задали упражнение, которое мы уже делали :-)",positive
"Просматриваю архив babr.ru, жесть =) По новостям можно историю изучать",positive
"@tihonova__ что?Ане пришло,а она тоже из Москвы! :(",negative
"#ХочуПровестиНовогоднююНочьВместе с @SchigM
Жаль что это не возможно:(",negative
@Ksushalovelove ХУЛИ УЖ ТУТ :D http://t.co/1k872Q6Fsf,positive
"Жуйк, я проебал Google Code-in и возможность заработать на нем деньжат к лету. :(",negative
"RT @deanonelove: @Small_Reckless так мило сказала, аж грустинка напала))",positive
"Часы посещения с 12 до 2х,с 5ти до 7ми. с собой иметь апельсины и себя.и быть готовым смотреть как я плохо ввгляжу.адрес больницв в личку)",positive
Такая боль в душе((((хочется сдохнуть одними одним словом!((,negative
Почему их любит Данил и не люблю я(( http://t.co/Ikx4ma9Ia1,negative
"пришло письмо от TripAdviser: ""Где вы проведете свой следующий отпуск? Воронеж или Новосибирск?"" вот они блядь знают, что не в Италии(",negative
"подивилась кіно *Белый плен*, блін ото я плакала(
які чудові ці собачкі *-* http://t.co/QlUgzRGmdC",negative
RT @das_ist_gelogen: @alien_in_me поздравляшки с: звизда :)),positive
"я так хочу остаться в этой кроватке, но надо ехать на бот.сад по делам :(((((",negative
"@Oksana_crean бляяяяять :D я с твоими сериалами,не знаю что и думать",positive
Погуляли :) На улице классно! Снежно ! ❄❄❄ http://t.co/mlVsdwxTEh,positive
@Mr_Horwood очень странно. а в каком салоне? просто Очкарик моя любимая оптика и с обслуживанием всегда везет),positive
